date	day	month	year	asx
43616	31	5	2019	6456.0
43623	7	6	2019	6443.9
43630	14	6	2019	6554.0
43637	21	6	2019	6650.8
43644	28	6	2019	6618.8
43651	5	7	2019	6751.3
43658	12	7	2019	6696.5
43665	19	7	2019	6696.5
43672	26	7	2019	6793.4
43679	2	8	2019	6793.4
43686	9	8	2019	6584.4
43693	16	8	2019	6405.5
43700	23	8	2019	6523.1
43707	30	8	2019	6604.2
43714	6	9	2019	6647.3
43721	13	9	2019	6669.2
43728	20	9	2019	6669.2
43735	27	9	2019	6669.2
43742	4	10	2019	6669.2
43749	11	10	2019	6606.8
43756	18	10	2019	6649.7
43763	25	10	2019	6739.6
43770	1	11	2019	6739.6
43777	8	11	2019	6724.1
43784	15	11	2019	6793.7
43791	22	11	2019	6709.8
43798	29	11	2019	6846.0
43805	6	12	2019	6707.0
43812	13	12	2019	6739.7
43819	20	12	2019	6816.3
43826	27	12	2019	6821.7
43833	3	1	2020	6733.5
43840	10	1	2020	6929.0
43847	17	1	2020	7064.1
43854	24	1	2020	7090.5
43861	31	1	2020	7017.2
43868	7	2	2020	7022.6
43875	14	2	2020	7130.2
43882	21	2	2020	7139.0
43889	28	2	2020	6441.2
43896	6	3	2020	6216.2
43903	13	3	2020	5539.3
43910	20	3	2020	4816.6
43917	27	3	2020	4842.4
43924	3	4	2020	5067.5
43931	10	4	2020	5387.3
43938	17	4	2020	5487.5
43945	24	4	2020	5242.6
43952	1	5	2020	5245.9
43959	8	5	2020	5391.1
43966	15	5	2020	5404.8
43973	22	5	2020	5497.0
43980	29	5	2020	5755.7
43987	5	6	2020	5998.7
43994	12	6	2020	5847.8
44001	19	6	2020	5942.6
44008	26	6	2020	5904.1
44015	3	7	2020	6057.9
44022	10	7	2020	5919.2
44029	17	7	2020	6033.6
44036	24	7	2020	6024.0
44043	31	7	2020	5927.8
44050	7	8	2020	6004.8
44057	14	8	2020	6126.2
44064	21	8	2020	6111.2
44071	28	8	2020	6073.8
44078	4	9	2020	5925.5
44085	11	9	2020	5859.4
44092	18	9	2020	5864.5
44099	25	9	2020	5964.9
44106	2	10	2020	5791.5
44113	9	10	2020	6102.2
44120	16	10	2020	6176.8
44127	23	10	2020	6167.0
44134	30	10	2020	5927.6
44141	6	11	2020	6190.2
44148	13	11	2020	6405.2
44155	20	11	2020	6539.2
44162	27	11	2020	6601.1
44169	4	12	2020	6634.1
44176	11	12	2020	6642.6
44183	18	12	2020	6675.5
44190	25	12	2020	6664.8
44197	1	1	2021	6587.1
44204	8	1	2021	6758.0
44211	15	1	2021	6715.4
44218	22	1	2021	6800.4
44225	29	1	2021	6607.2
44232	5	2	2021	6840.5
44239	12	2	2021	6806.7
44246	19	2	2021	6793.8
44253	26	2	2021	6673.3
44260	5	3	2021	6710.8
44267	12	3	2021	6766.0
44274	19	3	2021	6708.2
44281	26	3	2021	6824.2
44288	2	4	2021	6828.7
44295	9	4	2021	6995.2
44302	16	4	2021	7063.5
44309	23	4	2021	7060.7
44316	30	4	2021	7025.8
44323	7	5	2021	7080.8
44330	14	5	2021	7014.2
44337	21	5	2021	7030.3
44344	28	5	2021	7179.0
44351	4	6	2021	7295.4
44358	11	6	2021	7312.3
44365	18	6	2021	7368.9
44372	25	6	2021	7308.0
44379	2	7	2021	7308.6
44386	9	7	2021	7273.3
44393	16	7	2021	7348.1
44400	23	7	2021	7394.4
44407	30	7	2021	7392.6
44414	6	8	2021	7538.4
44421	13	8	2021	7628.9
44428	20	8	2021	7460.9
44435	27	8	2021	7488.3
44442	3	9	2021	7522.9
44449	10	9	2021	7406.6
44456	17	9	2021	7403.7
44463	24	9	2021	7342.6
44470	1	10	2021	7185.5
44477	8	10	2021	7320.1
44484	15	10	2021	7362.0
44491	22	10	2021	7415.5
44498	29	10	2021	7323.7
44505	5	11	2021	7456.9
44512	12	11	2021	7443.0
44519	19	11	2021	7396.5
44526	26	11	2021	7279.3
44533	3	12	2021	7241.0
44540	10	12	2021	7353.5
44547	17	12	2021	7304.0
44554	24	12	2021	7420.3
44561	31	12	2021	7444.6
44568	7	1	2022	7453.3
44575	14	1	2022	7393.9
44582	21	1	2022	7175.8
44589	28	1	2022	6988.1
44596	4	2	2022	7120.2
44603	11	2	2022	7217.3
44610	18	2	2022	7217.3
44617	25	2	2022	6997.8
44624	4	3	2022	7110.8
44631	11	3	2022	7063.6
44638	18	3	2022	7294.4
44645	25	3	2022	7406.2
